kd_gol_kary,kd_sts_kary,kd_lok_krj,kd_jabatan,kd_divisi,kd_divisi_bag,kd_divisi_sub_bag,PIN,tgl_msk,tgl_klr,Lokasi_Kerja_Asli
SF,04,03,08,19,07,00,206642,2025-09-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206641,2025-09-01,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206640,2025-09-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206639,2025-08-28,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206628,2025-09-23,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206627,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206626,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206625,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206624,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206623,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206622,2025-08-21,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206621,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206619,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206620,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206618,2025-08-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206632,2025-09-06,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206634,2025-09-06,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206635,2025-09-06,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206636,2025-09-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206631,2025-09-06,,Surabaya Factory (SF)
SF,04,03,08,24,24,00,206629,2025-09-06,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206637,2025-09-08,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206633,2025-08-28,2026-08-01,Surabaya Factory (SF)
SF,04,03,04,18,06,00,206616,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206611,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206615,2025-08-21,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206617,2025-08-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206649,2025-09-09,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206650,2025-09-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206655,2025-09-13,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206656,2025-09-13,,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206651,2025-09-06,,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206658,2025-09-15,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,32,35,00,207230,2025-09-17,2025-10-25,Bali Factory (BF)
SF,04,03,08,15,23,00,206657,2025-09-15,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206594,2025-08-19,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206661,2025-09-22,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206662,2025-09-22,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206663,2025-09-23,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206664,2025-09-23,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206665,2025-09-23,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206666,2025-09-23,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206667,2025-09-29,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206668,2025-09-29,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206669,2025-09-29,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206671,2025-09-30,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206670,2025-09-30,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206672,2025-10-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206673,2025-10-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206674,2025-10-01,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206681,2025-10-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,20,00,00,206682,2025-10-02,,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206675,2025-10-03,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206683,2025-10-03,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206690,2025-10-04,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,15,23,00,206691,2025-10-13,2026-08-01,Surabaya Factory (SF)
SF,04,03,04,25,28,00,206638,2025-10-27,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,15,22,00,206700,2025-11-06,,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206704,2025-11-14,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206703,2025-11-14,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206702,2025-11-08,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206701,2025-11-08,2026-08-10,Surabaya Factory (SF)
SF,04,04,08,38,48,00,207231,2025-11-29,,Bali Factory (BF)
SF,04,03,08,25,27,00,206706,2025-12-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206705,2025-12-13,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206707,2026-01-12,,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206708,2026-01-14,,Surabaya Factory (SF)
SF,04,03,08,43,00,00,206709,2026-01-19,,Surabaya Factory (SF)
LCI,03,01,05,05,00,00,100285,2026-02-09,,Surabaya Office (SO)
LCI,03,03,05,25,00,00,100286,2026-02-25,2026-08-01,Surabaya Factory (SF)
LCI,03,03,03,12,00,00,100287,2026-03-02,2026-05-23,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206710,2026-01-21,,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206711,2026-01-30,2026-08-10,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206712,2026-03-02,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206713,2026-03-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206714,2026-03-12,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206715,2026-03-13,,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207232,2026-07-20,,Bali Factory (BF)
SF,04,03,08,12,18,00,206716,2026-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,36,46,00,206717,2026-03-30,,Bali Factory (BF)
SF,04,04,08,32,36,00,207233,2026-04-06,,Bali Factory (BF)
SF,04,03,08,12,18,00,206689,2026-04-13,,Surabaya Factory (SF)
LCI,03,01,05,05,00,00,100288,2026-04-14,,Surabaya Office (SO)
SF,04,03,08,16,29,00,206719,2026-04-13,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206720,2026-04-15,,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206721,2026-04-13,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206722,2026-04-13,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206723,2026-04-13,,Surabaya Factory (SF)
SF,04,03,08,12,16,00,206724,2026-04-13,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206725,2026-04-13,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206726,2026-04-15,,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206727,2026-04-16,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206728,2026-04-16,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206729,2026-04-16,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206718,2026-04-03,2026-08-01,Surabaya Factory (SF)
SF,04,03,05,23,20,00,206733,2026-04-21,,Surabaya Factory (SF)
SF,03,03,08,12,18,00,203361,2026-04-17,2026-07-21,Surabaya Factory (SF)
SF,03,03,08,12,18,00,203362,2026-04-17,2026-07-21,Surabaya Factory (SF)
SF,03,03,08,12,18,00,203363,2026-04-17,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216822,2026-04-24,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206734,2026-04-24,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206735,2026-04-24,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206736,2026-04-24,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206737,2026-04-24,,Surabaya Factory (SF)
SF,04,03,08,19,09,00,206738,2026-04-24,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206739,2026-04-24,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206740,2026-04-24,,Surabaya Factory (SF)
SF,04,03,08,23,19,00,206741,2026-04-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206742,2026-04-25,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206743,2026-04-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206744,2026-04-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206746,2026-04-27,,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206745,2026-04-27,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206747,2026-04-27,2026-06-21,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206748,2026-04-27,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,16,00,206749,2026-05-05,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206750,2026-04-27,2026-08-31,Surabaya Factory (SF)
LCI,03,03,05,16,00,00,100289,2026-05-04,2026-07-28,Surabaya Factory (SF)
LCI,03,01,05,02,00,00,100290,2026-05-04,,Surabaya Office (SO)
SF,04,03,08,12,18,00,206760,2026-05-06,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206761,2026-05-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206754,2026-05-05,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206755,2026-05-05,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206756,2026-05-05,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206757,2026-05-05,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206758,2026-05-05,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206759,2026-05-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206751,2026-05-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206752,2026-04-30,,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206753,2026-05-04,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206686,2025-05-09,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206596,2025-08-09,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206598,2025-08-09,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206767,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206768,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206769,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206770,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206771,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206772,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206778,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206779,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206780,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206781,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206782,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206783,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206784,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206785,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206786,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206787,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206763,2026-05-07,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206659,2026-01-01,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206660,2026-01-01,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206766,2026-05-12,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206777,2026-05-11,2026-08-31,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206789,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206774,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206680,2026-05-11,2026-08-31,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206677,2026-05-11,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206790,2026-05-15,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206791,2026-05-15,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206792,2026-05-15,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206765,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206764,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,02,08,18,05,00,206773,2026-05-11,,Bali Office (BO)
SF,04,03,08,18,06,00,206775,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206788,2026-05-12,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206793,2026-05-18,,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206795,2026-05-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206796,2026-05-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206794,2026-05-18,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206762,2026-05-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206797,2026-05-20,2026-08-01,Surabaya Factory (SF)
LCI,03,04,05,13,00,00,100291,2026-05-25,,Bali Factory (BF)
SF,04,03,08,18,06,00,206688,2026-05-01,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206800,2026-05-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,20,00,00,206801,2026-05-21,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206805,2026-06-02,,Surabaya Factory (SF)
SF,03,03,08,19,07,00,206806,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206807,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206808,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206809,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206810,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206811,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206812,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206813,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206803,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206804,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206814,2026-06-08,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206815,2026-08-11,2026-08-11,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206816,2026-06-10,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206818,2026-06-11,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206817,2026-06-10,,Surabaya Factory (SF)
SF,04,03,08,23,20,00,206819,2026-06-15,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206654,2026-05-01,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206799,2026-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206694,2026-05-01,,Surabaya Factory (SF)
LCI,03,04,05,11,00,00,100292,2026-05-25,,Bali Factory (BF)
SF,04,03,08,23,21,00,206821,2026-06-22,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206820,2026-06-22,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206825,2026-06-30,,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206824,2026-06-29,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206826,2026-07-02,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206827,2026-06-30,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206828,2026-06-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206829,2026-07-01,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206830,2026-06-30,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206831,2026-06-30,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206832,2026-06-30,,Surabaya Factory (SF)
SF,04,03,08,26,00,00,206839,2026-07-03,,Surabaya Factory (SF)
SF,04,03,08,26,00,00,206840,2026-07-03,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206833,2026-07-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206834,2026-07-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206835,2026-07-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206836,2026-07-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206837,2026-07-02,,Surabaya Factory (SF)
SF,04,03,08,23,20,00,206838,2026-07-02,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206822,2026-06-29,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206823,2026-06-29,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206843,2026-07-06,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206847,2026-07-06,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206848,2026-07-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206846,2026-07-06,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206842,2026-07-06,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206841,2026-07-04,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206844,2026-07-06,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206845,2026-07-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206849,2026-07-06,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206850,2026-07-06,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206851,2026-07-06,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206852,2026-07-08,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206857,2026-07-08,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206862,2026-07-09,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206860,2026-07-09,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206858,2026-07-09,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206859,2026-07-09,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206855,2026-07-08,2026-08-31,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206853,2026-07-08,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206854,2026-07-08,,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206856,2026-07-08,,Surabaya Factory (SF)
SF,04,03,08,23,20,00,206861,2026-07-10,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206863,2026-07-09,,Surabaya Factory (SF)
SF,04,04,08,32,35,00,207237,2026-07-20,,Bali Factory (BF)
SF,04,03,08,18,06,00,206869,2026-07-21,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206870,2026-07-21,,Surabaya Factory (SF)
SF,04,03,08,26,00,00,206864,2026-07-13,,Surabaya Factory (SF)
SF,04,03,08,26,00,00,206865,2026-07-13,,Surabaya Factory (SF)
SF,04,03,08,26,00,00,206866,2026-07-13,,Surabaya Factory (SF)
SF,04,03,08,26,00,00,206867,2026-07-13,,Surabaya Factory (SF)
SF,04,04,08,28,31,00,207238,2026-07-21,,Bali Factory (BF)
SF,04,04,08,31,34,00,207234,2026-07-07,,Bali Factory (BF)
SF,04,04,08,31,34,00,207235,2026-07-07,,Bali Factory (BF)
SF,03,03,00,00,00,00,203364,2026-07-20,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206872,2026-07-23,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206871,2026-07-21,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206876,2026-07-24,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206873,2026-07-23,2026-08-31,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206874,2026-07-23,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206875,2026-07-23,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206877,2026-07-30,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206881,2026-08-03,2026-08-31,Surabaya Factory (SF)
SF,04,03,00,12,18,00,206878,2026-08-03,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206880,2026-08-03,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206879,2026-08-03,,Surabaya Factory (SF)
SF,04,03,00,23,21,00,206882,2026-08-04,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206883,2026-08-11,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206884,2026-08-11,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206885,2026-08-11,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206886,2026-08-11,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206887,2026-08-11,2026-08-31,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206888,2026-08-11,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206889,2026-08-11,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206892,2026-08-12,,Surabaya Factory (SF)
SF,04,03,00,23,21,00,206893,2026-08-12,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206890,2026-08-12,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206891,2026-08-12,,Surabaya Factory (SF)
SF,04,04,08,28,31,00,207239,2026-08-12,,Bali Factory (BF)
SF,04,04,08,36,44,00,206894,2026-08-14,,Bali Factory (BF)
SF,04,03,08,12,18,00,206895,2026-08-14,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206896,2026-08-14,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206897,2026-08-14,,Surabaya Factory (SF)
LCI,03,01,05,05,00,00,100293,2026-08-18,,Surabaya Office (SO)
LCI,03,03,05,25,00,00,100294,2026-08-19,,Surabaya Factory (SF)
SF,04,04,08,32,36,00,217001,2026-08-18,,Bali Factory (BF)
SF,04,04,08,32,35,00,217002,2026-08-18,,Bali Factory (BF)
SF,04,04,08,32,36,00,217003,2026-08-18,,Bali Factory (BF)
SF,04,04,08,32,35,00,217004,2026-08-18,,Bali Factory (BF)
SF,04,04,08,32,35,00,217005,2026-08-18,,Bali Factory (BF)
SF,04,04,08,32,35,00,217006,2026-08-18,,Bali Factory (BF)
SF,03,03,00,00,00,00,203365,2026-09-01,2026-12-31,Surabaya Factory (SF)
SF,03,03,00,00,00,00,206898,2026-09-01,2027-02-28,Surabaya Factory (SF)
SF,03,03,00,00,00,00,206899,2026-09-01,2027-02-28,Surabaya Factory (SF)
SF,03,03,00,00,00,00,206900,2026-09-01,2027-02-28,Surabaya Factory (SF)
